SAMPLE_EVENT_INFO_HISTORY_ID,EVENT_SMAS_ID,SITE_ID,Date,SEIH_YSI_METER_ID,PARAMETER_NAME,PCODE,RESULT,unit,QLFR_NOTE,VALIDATOR_QUAL,VALIDATOR_QUAL_REASON,VALIDATION_DATE
20196,09-REGI-3.1_20190814,09-REGI-3.1,8/14/2019,,DISSOLVED_OXYGEN,U00300,8.77,mg/L,,,,
20197,09-REGI-3.1_20190814,09-REGI-3.1,8/14/2019,,PH,U00400,8.81,std units,,,,
20198,09-REGI-3.1_20190814,09-REGI-3.1,8/14/2019,,PCT_SATURATION,U00301,112.3,%,,,,
20199,09-REGI-3.1_20190814,09-REGI-3.1,8/14/2019,,SALINITY,U00480,0.06,ppt,,,,
20200,09-REGI-3.3_20160602,09-REGI-3.3,6/2/2016,,TEMPERATURE,U00010,21,deg C,,,,
20201,09-REGI-3.3_20160602,09-REGI-3.3,6/2/2016,,CONDUCTANCE,U00094,75.5,uS/cm,,,,
20202,09-REGI-3.3_20160602,09-REGI-3.3,6/2/2016,,DISSOLVED_OXYGEN,U00300,7.3,mg/L,,,,
20203,09-REGI-3.3_20160602,09-REGI-3.3,6/2/2016,,PH,U00400,7.45,std units,,,,
20204,09-REGI-3.3_20160602,09-REGI-3.3,6/2/2016,,PCT_SATURATION,U00301,82,%,,,,
20205,09-REGI-3.3_20160602,09-REGI-3.3,6/2/2016,,SALINITY,U00480,0.03,ppt,,,,
20206,09-REGI-3.3_20160810,09-REGI-3.3,8/10/2016,,TEMPERATURE,U00010,27.5,deg C,,,,
20207,09-REGI-3.3_20160810,09-REGI-3.3,8/10/2016,,CONDUCTANCE,U00094,123,uS/cm,,,,
20208,09-REGI-3.3_20160810,09-REGI-3.3,8/10/2016,,DISSOLVED_OXYGEN,U00300,10.2,mg/L,,,,
20209,09-REGI-3.3_20160810,09-REGI-3.3,8/10/2016,,PH,U00400,8.7,std units,,,,
20210,09-REGI-3.3_20160810,09-REGI-3.3,8/10/2016,,PCT_SATURATION,U00301,128,%,,,,
20211,09-REGI-3.3_20160810,09-REGI-3.3,8/10/2016,,SALINITY,U00480,0.1,ppt,,,,
20212,09-REGI-3.3_20160915,09-REGI-3.3,9/15/2016,,TEMPERATURE,U00010,19.5,deg C,,,,
20213,09-REGI-3.3_20160915,09-REGI-3.3,9/15/2016,,CONDUCTANCE,U00094,124,uS/cm,,,,
20214,09-REGI-3.3_20160915,09-REGI-3.3,9/15/2016,,DISSOLVED_OXYGEN,U00300,11.6,mg/L,,,,
20215,09-REGI-3.3_20160915,09-REGI-3.3,9/15/2016,,PH,U00400,7.7,std units,,,,
20216,09-REGI-3.3_20160915,09-REGI-3.3,9/15/2016,,PCT_SATURATION,U00301,126,%,,,,
20217,09-REGI-3.3_20170712,09-REGI-3.3,7/12/2017,,TEMPERATURE,U00010,22,deg C,,,,
20218,09-REGI-3.3_20170712,09-REGI-3.3,7/12/2017,,CONDUCTANCE,U00094,120,uS/cm,,,,
20219,09-REGI-3.3_20170712,09-REGI-3.3,7/12/2017,,DISSOLVED_OXYGEN,U00300,7.2,mg/L,,,,
20220,09-REGI-3.3_20170712,09-REGI-3.3,7/12/2017,,PH,U00400,7.3,std units,,,,
20221,09-REGI-3.3_20170712,09-REGI-3.3,7/12/2017,,PCT_SATURATION,U00301,84,%,,,,
20222,09-REGI-3.3_20170816,09-REGI-3.3,8/16/2017,,TEMPERATURE,U00010,22.9,deg C,,,,
20223,09-REGI-3.3_20170816,09-REGI-3.3,8/16/2017,,CONDUCTANCE,U00094,103,uS/cm,,,,
20224,09-REGI-3.3_20170816,09-REGI-3.3,8/16/2017,,DISSOLVED_OXYGEN,U00300,8.6,mg/L,,,,
20225,09-REGI-3.3_20170816,09-REGI-3.3,8/16/2017,,PH,U00400,7.5,std units,,,,
20226,09-REGI-3.3_20170816,09-REGI-3.3,8/16/2017,,PCT_SATURATION,U00301,100,%,,,,
20227,09-REGI-3.3_20170816,09-REGI-3.3,8/16/2017,,SALINITY,U00480,0.06,ppt,,,,
20228,09-REGI-3.3_20180724,09-REGI-3.3,7/24/2018,,TEMPERATURE,U00010,26.7,deg C,,,,
20229,09-REGI-3.3_20180724,09-REGI-3.3,7/24/2018,,CONDUCTANCE,U00094,116,uS/cm,,,,
20230,09-REGI-3.3_20180724,09-REGI-3.3,7/24/2018,,DISSOLVED_OXYGEN,U00300,8.83,mg/L,,,,
20231,09-REGI-3.3_20180724,09-REGI-3.3,7/24/2018,,PH,U00400,8.27,std units,,,,
20232,09-REGI-3.3_20180724,09-REGI-3.3,7/24/2018,,PCT_SATURATION,U00301,109.2,%,,,,
20233,09-REGI-3.3_20180724,09-REGI-3.3,7/24/2018,,SALINITY,U00480,0.05,ppt,,,,
20234,09-REGI-3.3_20180830,09-REGI-3.3,8/30/2018,,TEMPERATURE,U00010,23.8,deg C,,,,
20235,09-REGI-3.3_20180830,09-REGI-3.3,8/30/2018,,CONDUCTANCE,U00094,117.8,uS/cm,,,,
20236,09-REGI-3.3_20180830,09-REGI-3.3,8/30/2018,,DISSOLVED_OXYGEN,U00300,7.82,mg/L,,,,
20237,09-REGI-3.3_20180830,09-REGI-3.3,8/30/2018,,PH,U00400,7.92,std units,,,,
20238,09-REGI-3.3_20180830,09-REGI-3.3,8/30/2018,,PCT_SATURATION,U00301,92.4,%,,,,
20239,09-REGI-3.3_20180830,09-REGI-3.3,8/30/2018,,SALINITY,U00480,0.05,ppt,,,,
20240,09-REGI-3.3_20190703,09-REGI-3.3,7/3/2019,,TEMPERATURE,U00010,23,deg C,,,,
20241,09-REGI-3.3_20190703,09-REGI-3.3,7/3/2019,,CONDUCTANCE,U00094,118.2,uS/cm,,,,
20242,09-REGI-3.3_20190703,09-REGI-3.3,7/3/2019,,DISSOLVED_OXYGEN,U00300,7.2,mg/L,,,,
20243,09-REGI-3.3_20190703,09-REGI-3.3,7/3/2019,,PH,U00400,7.61,std units,,,,
20244,09-REGI-3.3_20190703,09-REGI-3.3,7/3/2019,,PCT_SATURATION,U00301,84,%,,,,
20245,09-REGI-3.3_20190703,09-REGI-3.3,7/3/2019,,SALINITY,U00480,0.05,ppt,,,,
20246,09-REGI-3.3_20190814,09-REGI-3.3,8/14/2019,,TEMPERATURE,U00010,25.8,deg C,,,,
20247,09-REGI-3.3_20190814,09-REGI-3.3,8/14/2019,,CONDUCTANCE,U00094,126,uS/cm,,,,
20248,09-REGI-3.3_20190814,09-REGI-3.3,8/14/2019,,DISSOLVED_OXYGEN,U00300,8.4,mg/L,,,,
20249,09-REGI-3.3_20190814,09-REGI-3.3,8/14/2019,,PH,U00400,8.91,std units,,,,
20250,09-REGI-3.3_20190814,09-REGI-3.3,8/14/2019,,PCT_SATURATION,U00301,108,%,,,,
20251,09-REGI-3.3_20190814,09-REGI-3.3,8/14/2019,,SALINITY,U00480,0.06,ppt,,,,
20252,09-REGI-4.0_20160602,09-REGI-4.0,6/2/2016,,TEMPERATURE,U00010,21,deg C,,,,
20253,09-REGI-4.0_20160602,09-REGI-4.0,6/2/2016,,CONDUCTANCE,U00094,78.1,uS/cm,,,,
20254,09-REGI-4.0_20160602,09-REGI-4.0,6/2/2016,,DISSOLVED_OXYGEN,U00300,7.4,mg/L,,,,
20255,09-REGI-4.0_20160602,09-REGI-4.0,6/2/2016,,PH,U00400,7.38,std units,,,,
20256,09-REGI-4.0_20160602,09-REGI-4.0,6/2/2016,,PCT_SATURATION,U00301,83,%,,,,
20257,09-REGI-4.0_20160602,09-REGI-4.0,6/2/2016,,SALINITY,U00480,0.04,ppt,,,,
20258,09-REGI-4.0_20160706,09-REGI-4.0,7/6/2016,,TEMPERATURE,U00010,28,deg C,,,,
20259,09-REGI-4.0_20160706,09-REGI-4.0,7/6/2016,,CONDUCTANCE,U00094,103,uS/cm,,,,
20260,09-REGI-4.0_20160706,09-REGI-4.0,7/6/2016,,DISSOLVED_OXYGEN,U00300,11.6,mg/L,,,,
20261,09-REGI-4.0_20160706,09-REGI-4.0,7/6/2016,,PH,U00400,8.4,std units,,,,
20262,09-REGI-4.0_20160706,09-REGI-4.0,7/6/2016,,PCT_SATURATION,U00301,148,%,,,,
20263,09-REGI-4.0_20160706,09-REGI-4.0,7/6/2016,,SALINITY,U00480,0.05,ppt,,,,
20264,09-REGI-4.0_20160810,09-REGI-4.0,8/10/2016,,TEMPERATURE,U00010,26.1,deg C,,,,
20265,09-REGI-4.0_20160810,09-REGI-4.0,8/10/2016,,CONDUCTANCE,U00094,123,uS/cm,,,,
20266,09-REGI-4.0_20160810,09-REGI-4.0,8/10/2016,,DISSOLVED_OXYGEN,U00300,9.6,mg/L,,,,
20267,09-REGI-4.0_20160810,09-REGI-4.0,8/10/2016,,PH,U00400,7.8,std units,,,,
20268,09-REGI-4.0_20160810,09-REGI-4.0,8/10/2016,,PCT_SATURATION,U00301,118,%,,,,
20269,09-REGI-4.0_20160810,09-REGI-4.0,8/10/2016,,SALINITY,U00480,0.1,ppt,,,,
20270,09-REGI-4.0_20160915,09-REGI-4.0,9/15/2016,,TEMPERATURE,U00010,19.8,deg C,,,,
20271,09-REGI-4.0_20160915,09-REGI-4.0,9/15/2016,,CONDUCTANCE,U00094,123,uS/cm,,,,
20272,09-REGI-4.0_20160915,09-REGI-4.0,9/15/2016,,DISSOLVED_OXYGEN,U00300,11.9,mg/L,,,,
20273,09-REGI-4.0_20160915,09-REGI-4.0,9/15/2016,,PH,U00400,7.6,std units,,,,
20274,09-REGI-4.0_20160915,09-REGI-4.0,9/15/2016,,PCT_SATURATION,U00301,130,%,,,,
20275,09-REGI-4.0_20170712,09-REGI-4.0,7/12/2017,,TEMPERATURE,U00010,22.1,deg C,,,,
20276,09-REGI-4.0_20170712,09-REGI-4.0,7/12/2017,,CONDUCTANCE,U00094,108,uS/cm,,,,
20277,09-REGI-4.0_20170712,09-REGI-4.0,7/12/2017,,DISSOLVED_OXYGEN,U00300,8,mg/L,,,,
20278,09-REGI-4.0_20170712,09-REGI-4.0,7/12/2017,,PH,U00400,7.3,std units,,,,
20279,09-REGI-4.0_20170712,09-REGI-4.0,7/12/2017,,PCT_SATURATION,U00301,92,%,,,,
20280,09-REGI-4.0_20170816,09-REGI-4.0,8/16/2017,,TEMPERATURE,U00010,22.4,deg C,,,,
20281,09-REGI-4.0_20170816,09-REGI-4.0,8/16/2017,,CONDUCTANCE,U00094,101.3,uS/cm,,,,
20282,09-REGI-4.0_20170816,09-REGI-4.0,8/16/2017,,DISSOLVED_OXYGEN,U00300,7.4,mg/L,,,,
20283,09-REGI-4.0_20170816,09-REGI-4.0,8/16/2017,,PH,U00400,7.44,std units,,,,
20284,09-REGI-4.0_20170816,09-REGI-4.0,8/16/2017,,PCT_SATURATION,U00301,85,%,,,,
20285,09-REGI-4.0_20170816,09-REGI-4.0,8/16/2017,,SALINITY,U00480,0.05,ppt,,,,
20286,09-REGI-4.0_20180724,09-REGI-4.0,7/24/2018,,TEMPERATURE,U00010,26.3,deg C,,,,
20287,09-REGI-4.0_20180724,09-REGI-4.0,7/24/2018,,CONDUCTANCE,U00094,109.1,uS/cm,,,,
20288,09-REGI-4.0_20180724,09-REGI-4.0,7/24/2018,,DISSOLVED_OXYGEN,U00300,8.15,mg/L,,,,
20289,09-REGI-4.0_20180724,09-REGI-4.0,7/24/2018,,PH,U00400,8.14,std units,,,,
20290,09-REGI-4.0_20180724,09-REGI-4.0,7/24/2018,,PCT_SATURATION,U00301,102,%,,,,
20291,09-REGI-4.0_20180724,09-REGI-4.0,7/24/2018,,SALINITY,U00480,0.05,ppt,,,,
20292,09-REGI-4.0_20180830,09-REGI-4.0,8/30/2018,,TEMPERATURE,U00010,23.9,deg C,,,,
20293,09-REGI-4.0_20180830,09-REGI-4.0,8/30/2018,,CONDUCTANCE,U00094,114.5,uS/cm,,,,
20294,09-REGI-4.0_20180830,09-REGI-4.0,8/30/2018,,DISSOLVED_OXYGEN,U00300,7.9,mg/L,,,,
20295,09-REGI-4.0_20180830,09-REGI-4.0,8/30/2018,,PH,U00400,7.62,std units,,,,
20296,09-REGI-4.0_20180830,09-REGI-4.0,8/30/2018,,PCT_SATURATION,U00301,93.1,%,,,,
20297,09-REGI-4.0_20180830,09-REGI-4.0,8/30/2018,,SALINITY,U00480,0.05,ppt,,,,
20298,09-REGI-4.0_20190703,09-REGI-4.0,7/3/2019,,TEMPERATURE,U00010,23.2,deg C,,,,
20299,09-REGI-4.0_20190703,09-REGI-4.0,7/3/2019,,CONDUCTANCE,U00094,110.2,uS/cm,,,,
20300,09-REGI-4.0_20190703,09-REGI-4.0,7/3/2019,,DISSOLVED_OXYGEN,U00300,7.9,mg/L,,,,
20301,09-REGI-4.0_20190703,09-REGI-4.0,7/3/2019,,PH,U00400,7.79,std units,,,,
20302,09-REGI-4.0_20190703,09-REGI-4.0,7/3/2019,,PCT_SATURATION,U00301,91,%,,,,
20303,09-REGI-4.0_20190703,09-REGI-4.0,7/3/2019,,SALINITY,U00480,0.05,ppt,,,,
20304,09-REGI-4.0_20190814,09-REGI-4.0,8/14/2019,,TEMPERATURE,U00010,25.4,deg C,,,,
20305,09-REGI-4.0_20190814,09-REGI-4.0,8/14/2019,,CONDUCTANCE,U00094,116,uS/cm,,,,
20306,09-REGI-4.0_20190814,09-REGI-4.0,8/14/2019,,DISSOLVED_OXYGEN,U00300,8.67,mg/L,,,,
20307,09-REGI-4.0_20190814,09-REGI-4.0,8/14/2019,,PH,U00400,8.3,std units,,,,
20308,09-REGI-4.0_20190814,09-REGI-4.0,8/14/2019,,PCT_SATURATION,U00301,105.5,%,,,,
20309,09-REGI-4.0_20190814,09-REGI-4.0,8/14/2019,,SALINITY,U00480,0.05,ppt,,,,
20310,09-REGI-7.8_20050809,09-REGI-7.8,8/9/2005,,TEMPERATURE,U00010,27.9,deg C,,,,
20311,09-REGI-7.8_20050809,09-REGI-7.8,8/9/2005,,CONDUCTANCE,U00094,142,uS/cm,,,,
20312,09-REGI-7.8_20050809,09-REGI-7.8,8/9/2005,,DISSOLVED_OXYGEN,U00300,10.1,mg/L,,,,
20313,09-REGI-7.8_20050809,09-REGI-7.8,8/9/2005,,PH,U00400,8.6,std units,,,,
20314,09-REGI-7.8_20090916,09-REGI-7.8,9/16/2009,,TEMPERATURE,U00010,17.8,deg C,,,,
20315,09-REGI-7.8_20090916,09-REGI-7.8,9/16/2009,,CONDUCTANCE,U00094,410,uS/cm,,,,
20316,09-REGI-7.8_20090916,09-REGI-7.8,9/16/2009,,DISSOLVED_OXYGEN,U00300,9.84,mg/L,,,,
20317,09-REGI-7.8_20090916,09-REGI-7.8,9/16/2009,,PH,U00400,8.05,std units,,,,
20318,09-REGI-7.8_20090916,09-REGI-7.8,9/16/2009,,PCT_SATURATION,U00301,103,%,,,,
20319,09-REGI-7.8_20090916,09-REGI-7.8,9/16/2009,,SALINITY,U00480,0.2,ppt,,,,
20320,09-REGI-7.8_20100818,09-REGI-7.8,8/18/2010,,TEMPERATURE,U00010,22.3,deg C,,,,
20321,09-REGI-7.8_20100818,09-REGI-7.8,8/18/2010,,CONDUCTANCE,U00094,93,uS/cm,,,,
20322,09-REGI-7.8_20100818,09-REGI-7.8,8/18/2010,,DISSOLVED_OXYGEN,U00300,8.5,mg/L,,,,
20323,09-REGI-7.8_20100818,09-REGI-7.8,8/18/2010,,PH,U00400,7.6,std units,,,,
20324,09-REGI-7.8_20100818,09-REGI-7.8,8/18/2010,,PCT_SATURATION,U00301,100,%,,,,
20325,09-REGI-7.8_20160602,09-REGI-7.8,6/2/2016,,TEMPERATURE,U00010,21.2,deg C,,,,
20326,09-REGI-7.8_20160602,09-REGI-7.8,6/2/2016,,CONDUCTANCE,U00094,129,uS/cm,,,,
20327,09-REGI-7.8_20160602,09-REGI-7.8,6/2/2016,,DISSOLVED_OXYGEN,U00300,8.1,mg/L,,,,
20328,09-REGI-7.8_20160602,09-REGI-7.8,6/2/2016,,PH,U00400,7.76,std units,,,,
20329,09-REGI-7.8_20160602,09-REGI-7.8,6/2/2016,,PCT_SATURATION,U00301,92,%,,,,
20330,09-REGI-7.8_20160602,09-REGI-7.8,6/2/2016,,SALINITY,U00480,0.1,ppt,,,,
20331,09-REGI-7.8_20160810,09-REGI-7.8,8/10/2016,,TEMPERATURE,U00010,25.4,deg C,,,,
20332,09-REGI-7.8_20160810,09-REGI-7.8,8/10/2016,,CONDUCTANCE,U00094,173,uS/cm,,,,
20333,09-REGI-7.8_20160810,09-REGI-7.8,8/10/2016,,DISSOLVED_OXYGEN,U00300,9.4,mg/L,,,,
20334,09-REGI-7.8_20160810,09-REGI-7.8,8/10/2016,,PH,U00400,8.1,std units,,,,
20335,09-REGI-7.8_20160810,09-REGI-7.8,8/10/2016,,PCT_SATURATION,U00301,115,%,,,,
20336,09-REGI-7.8_20160810,09-REGI-7.8,8/10/2016,,SALINITY,U00480,0.1,ppt,,,,
20337,09-REGI-7.8_20160915,09-REGI-7.8,9/15/2016,,TEMPERATURE,U00010,20,deg C,,,,
20338,09-REGI-7.8_20160915,09-REGI-7.8,9/15/2016,,CONDUCTANCE,U00094,171,uS/cm,,,,
20339,09-REGI-7.8_20160915,09-REGI-7.8,9/15/2016,,DISSOLVED_OXYGEN,U00300,12.6,mg/L,,,,
20340,09-REGI-7.8_20160915,09-REGI-7.8,9/15/2016,,PH,U00400,8.3,std units,,,,
20341,09-REGI-7.8_20160915,09-REGI-7.8,9/15/2016,,PCT_SATURATION,U00301,138,%,,,,
20342,09-REGI-7.8_20170712,09-REGI-7.8,7/12/2017,,TEMPERATURE,U00010,22.2,deg C,,,,
20343,09-REGI-7.8_20170712,09-REGI-7.8,7/12/2017,,CONDUCTANCE,U00094,151.6,uS/cm,,,,
20344,09-REGI-7.8_20170712,09-REGI-7.8,7/12/2017,,DISSOLVED_OXYGEN,U00300,7.7,mg/L,,,,
20345,09-REGI-7.8_20170712,09-REGI-7.8,7/12/2017,,PH,U00400,7.63,std units,,,,
20346,09-REGI-7.8_20170712,09-REGI-7.8,7/12/2017,,PCT_SATURATION,U00301,89,%,,,,
20347,09-REGI-7.8_20170816,09-REGI-7.8,8/16/2017,,TEMPERATURE,U00010,20.8,deg C,,,,
20348,09-REGI-7.8_20170816,09-REGI-7.8,8/16/2017,,CONDUCTANCE,U00094,154.8,uS/cm,,,,
20349,09-REGI-7.8_20170816,09-REGI-7.8,8/16/2017,,DISSOLVED_OXYGEN,U00300,8,mg/L,,,,
20350,09-REGI-7.8_20170816,09-REGI-7.8,8/16/2017,,PH,U00400,7.5,std units,,,,
20351,09-REGI-7.8_20170816,09-REGI-7.8,8/16/2017,,PCT_SATURATION,U00301,90,%,,,,
20352,09-REGI-7.8_20170816,09-REGI-7.8,8/16/2017,,SALINITY,U00480,0.07,ppt,,,,
20353,09-REGI-7.8_20180724,09-REGI-7.8,7/24/2018,,TEMPERATURE,U00010,26.8,deg C,,,,
20354,09-REGI-7.8_20180724,09-REGI-7.8,7/24/2018,,CONDUCTANCE,U00094,163.9,uS/cm,,,,
20355,09-REGI-7.8_20180724,09-REGI-7.8,7/24/2018,,DISSOLVED_OXYGEN,U00300,8.58,mg/L,,,,
20356,09-REGI-7.8_20180724,09-REGI-7.8,7/24/2018,,PH,U00400,8.3,std units,,,,
20357,09-REGI-7.8_20180724,09-REGI-7.8,7/24/2018,,PCT_SATURATION,U00301,106.3,%,,,,
20358,09-REGI-7.8_20180724,09-REGI-7.8,7/24/2018,,SALINITY,U00480,0.08,ppt,,,,
20359,09-REGI-7.8_20180830,09-REGI-7.8,8/30/2018,,TEMPERATURE,U00010,24.4,deg C,,,,
20360,09-REGI-7.8_20180830,09-REGI-7.8,8/30/2018,,CONDUCTANCE,U00094,106.2,uS/cm,,,,
20361,09-REGI-7.8_20180830,09-REGI-7.8,8/30/2018,,DISSOLVED_OXYGEN,U00300,8.4,mg/L,,,,
20362,09-REGI-7.8_20180830,09-REGI-7.8,8/30/2018,,PH,U00400,7.7,std units,,,,
20363,09-REGI-7.8_20180830,09-REGI-7.8,8/30/2018,,PCT_SATURATION,U00301,100.5,%,,,,
20364,09-REGI-7.8_20180830,09-REGI-7.8,8/30/2018,,SALINITY,U00480,0.05,ppt,,,,
20365,09-REGI-7.8_20190702,09-REGI-7.8,7/2/2019,,TEMPERATURE,U00010,26.3,deg C,,,,
20366,09-REGI-7.8_20190702,09-REGI-7.8,7/2/2019,,CONDUCTANCE,U00094,181.6,uS/cm,,,,
20367,09-REGI-7.8_20190702,09-REGI-7.8,7/2/2019,,DISSOLVED_OXYGEN,U00300,10.6,mg/L,,,,
20368,09-REGI-7.8_20190702,09-REGI-7.8,7/2/2019,,PH,U00400,8.44,std units,,,,
20369,09-REGI-7.8_20190702,09-REGI-7.8,7/2/2019,,PCT_SATURATION,U00301,133,%,,,,
20370,09-REGI-7.8_20190702,09-REGI-7.8,7/2/2019,,SALINITY,U00480,0.08,ppt,,,,
20371,09-REGI-7.8_20190814,09-REGI-7.8,8/14/2019,,TEMPERATURE,U00010,25,deg C,,,,
20372,09-REGI-7.8_20190814,09-REGI-7.8,8/14/2019,,CONDUCTANCE,U00094,167.3,uS/cm,,,,
20373,09-REGI-7.8_20190814,09-REGI-7.8,8/14/2019,,DISSOLVED_OXYGEN,U00300,8.7,mg/L,,,,
20374,09-REGI-7.8_20190814,09-REGI-7.8,8/14/2019,,PH,U00400,8.61,std units,,,,
20375,09-REGI-7.8_20190814,09-REGI-7.8,8/14/2019,,PCT_SATURATION,U00301,106,%,,,,
20376,09-REGI-7.8_20190814,09-REGI-7.8,8/14/2019,,SALINITY,U00480,0.08,ppt,,,,
20377,09-REGI-15.8_19910529,09-REGI-15.8,5/29/1991,,TEMPERATURE,U00010,22,deg C,,,,
20378,09-REGI-15.8_19910529,09-REGI-15.8,5/29/1991,,CONDUCTANCE,U00094,70,uS/cm,,,,
20379,09-REGI-15.8_19970716,09-REGI-15.8,7/16/1997,,TEMPERATURE,U00010,24.6,deg C,,,,
20380,09-REGI-15.8_19970716,09-REGI-15.8,7/16/1997,,CONDUCTANCE,U00094,65,uS/cm,,,,
20381,09-REGI-15.8_19970716,09-REGI-15.8,7/16/1997,,DISSOLVED_OXYGEN,U00300,9.2,mg/L,,,,
20382,09-REGI-15.8_19970716,09-REGI-15.8,7/16/1997,,PH,U00400,7.9,std units,,,,
20383,09-REGI-15.8_20040722,09-REGI-15.8,7/22/2004,,TEMPERATURE,U00010,24.7,deg C,,,,
20384,09-REGI-15.8_20040722,09-REGI-15.8,7/22/2004,,CONDUCTANCE,U00094,88,uS/cm,,,,
20385,09-REGI-15.8_20040722,09-REGI-15.8,7/22/2004,,DISSOLVED_OXYGEN,U00300,7.3,mg/L,,,,
20386,09-REGI-15.8_20040722,09-REGI-15.8,7/22/2004,,PH,U00400,7.5,std units,,,,
20387,09-REGI-15.8_20040722,09-REGI-15.8,7/22/2004,,PCT_SATURATION,U00301,89,%,,,,
20388,09-REGI-15.8_20090805,09-REGI-15.8,8/5/2009,,TEMPERATURE,U00010,23.4,deg C,,,,
20389,09-REGI-15.8_20090805,09-REGI-15.8,8/5/2009,,CONDUCTANCE,U00094,87,uS/cm,,,,
20390,09-REGI-15.8_20090805,09-REGI-15.8,8/5/2009,,DISSOLVED_OXYGEN,U00300,9.62,mg/L,,,,
20391,09-REGI-15.8_20090805,09-REGI-15.8,8/5/2009,,PH,U00400,7.74,std units,,,,
20392,09-REGI-15.8_20090805,09-REGI-15.8,8/5/2009,,PCT_SATURATION,U00301,113,%,,,,
20393,09-REGI-15.8_20090805,09-REGI-15.8,8/5/2009,,SALINITY,U00480,0.04,ppt,,,,
20394,09-REGI-15.8_20140722,09-REGI-15.8,7/22/2014,,TEMPERATURE,U00010,26,deg C,,,,
20395,09-REGI-15.8_20140722,09-REGI-15.8,7/22/2014,,CONDUCTANCE,U00094,88,uS/cm,,,,
20396,09-REGI-15.8_20140722,09-REGI-15.8,7/22/2014,,DISSOLVED_OXYGEN,U00300,8,mg/L,,,,
20397,09-REGI-15.8_20140722,09-REGI-15.8,7/22/2014,,PH,U00400,7.8,std units,,,,
20398,09-REGI-15.8_20140722,09-REGI-15.8,7/22/2014,,PCT_SATURATION,U00301,99,%,,,,
20399,09-REGI-15.8_20190911,09-REGI-15.8,9/11/2019,,TEMPERATURE,U00010,18.5,deg C,,,,
20400,09-REGI-15.8_20190911,09-REGI-15.8,9/11/2019,,CONDUCTANCE,U00094,71.8,uS/cm,,,,
20401,09-REGI-15.8_20190911,09-REGI-15.8,9/11/2019,,DISSOLVED_OXYGEN,U00300,9.34,mg/L,,,,
20402,09-REGI-15.8_20190911,09-REGI-15.8,9/11/2019,,PH,U00400,7.42,std units,,,,
20403,09-REGI-15.8_20190911,09-REGI-15.8,9/11/2019,,PCT_SATURATION,U00301,99.6,%,,,,
20404,09-REGI-15.8_20190911,09-REGI-15.8,9/11/2019,,SALINITY,U00480,0.03,ppt,,,,
20405,09-REGI-15.8_20190911,09-REGI-15.8,9/11/2019,,Chl_ugL,U32316,5.24,ug/L,,,,
20406,09-REGI-15.8_20190911,09-REGI-15.8,9/11/2019,,Chl_RFU,U32315,1.24,RFU,,,,
20407,09-REGI-15.8_20190911,09-REGI-15.8,9/11/2019,,PC_ugL,U32319,0.04,ug/L,,,,
20408,09-REGI-15.8_20190911,09-REGI-15.8,9/11/2019,,PC_RFU,U32321,0.04,RFU,,,,
20409,09-REGI-33.0_20040721,09-REGI-33.0,7/21/2004,,TEMPERATURE,U00010,27.7,deg C,,,,
20410,09-REGI-33.0_20040721,09-REGI-33.0,7/21/2004,,CONDUCTANCE,U00094,62,uS/cm,,,,
20411,09-REGI-33.0_20040721,09-REGI-33.0,7/21/2004,,DISSOLVED_OXYGEN,U00300,6.4,mg/L,,,,
20412,09-REGI-33.0_20040721,09-REGI-33.0,7/21/2004,,PH,U00400,7.9,std units,,,,
20413,09-REGI-64.0_20190912,09-REGI-64.0,9/12/2019,,TEMPERATURE,U00010,16.5,deg C,,,,
20414,09-REGI-64.0_20190912,09-REGI-64.0,9/12/2019,,CONDUCTANCE,U00094,56.3,uS/cm,,,,
20415,09-REGI-64.0_20190912,09-REGI-64.0,9/12/2019,,DISSOLVED_OXYGEN,U00300,9.18,mg/L,,,,
20416,09-REGI-64.0_20190912,09-REGI-64.0,9/12/2019,,PH,U00400,7.47,std units,,,,
20417,09-REGI-64.0_20190912,09-REGI-64.0,9/12/2019,,PCT_SATURATION,U00301,94,%,,,,
20418,09-REGI-64.0_20190912,09-REGI-64.0,9/12/2019,,SALINITY,U00480,0.03,ppt,,,,
20419,09-REGI-64.0_20190912,09-REGI-64.0,9/12/2019,,Chl_ugL,U32316,2.8,ug/L,,,,
20420,09-REGI-64.0_20190912,09-REGI-64.0,9/12/2019,,Chl_RFU,U32315,0.73,RFU,,,,
20421,09-REGI-64.0_20190912,09-REGI-64.0,9/12/2019,,PC_ugL,U32319,0.24,ug/L,,,,
20422,09-REGI-64.0_20190912,09-REGI-64.0,9/12/2019,,PC_RFU,U32321,0.27,RFU,,,,
20423,09-REGI_E-5.8_20040720,09-REGI_E-5.8,7/20/2004,,TEMPERATURE,U00010,23,deg C,,,,
20424,09-REGI_E-5.8_20040720,09-REGI_E-5.8,7/20/2004,,CONDUCTANCE,U00094,47,uS/cm,,,,
20425,09-REGI_E-5.8_20040720,09-REGI_E-5.8,7/20/2004,,DISSOLVED_OXYGEN,U00300,6.6,mg/L,,,,
20426,09-REGI_E-5.8_20040720,09-REGI_E-5.8,7/20/2004,,PH,U00400,7.3,std units,,,,
20427,09-REGI_T80-0.1_20090916,09-REGI_T80-0.1,9/16/2009,,TEMPERATURE,U00010,16,deg C,,,,
